Employee_id,Age,Gender,Department,JobRole,Attrition,DistanceFromHome,JobLevel,JobInvolvement,MonthlyIncome,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,FirstName,LastName
247,33,Female,Research & Development,Research Scientist,No,5,1,2,2911,No,1,2,2,2,2,2,Aniyah,Mraz
248,34,Male,Research & Development,Manufacturing Director,No,2,2,2,5957,No,1,13,3,11,9,9,Peter,Glover
249,37,Female,Research & Development,Research Scientist,No,1,1,2,3920,No,1,17,2,3,1,2,Twila,Trantow
250,45,Male,Research & Development,Manufacturing Director,No,7,2,4,6434,No,1,9,1,3,2,2,Alvah,Kassulke
251,37,Male,Research & Development,Manufacturing Director,Yes,10,3,3,10048,No,2,17,5,1,0,0,Fernando,Kautzer
252,39,Female,Research & Development,Healthcare Representative,No,2,3,3,10938,No,0,20,1,19,6,8,Elsie,Stracke
253,29,Male,Research & Development,Research Scientist,No,15,1,3,2340,No,0,6,1,6,5,5,Laverna,Doyle
254,42,Female,Research & Development,Research Scientist,No,17,2,4,6545,Yes,0,10,1,3,2,2,Bette,Strosin
255,29,Male,Sales,Sales Executive,No,20,2,3,6931,No,1,10,2,3,2,2,Bernardo,Connelly
256,25,Female,Research & Development,Manufacturing Director,No,1,2,3,4898,No,2,5,3,4,2,2,Elena,Stroman
257,42,Female,Research & Development,Laboratory Technician,No,2,1,2,2593,Yes,1,10,4,9,6,8,Macie,Kreiger
258,40,Male,Research & Development,Research Director,No,2,5,3,19436,No,1,22,5,21,7,9,Jean,Schulist
259,51,Male,Research & Development,Research Scientist,No,1,1,3,2723,No,0,1,0,1,0,0,Eloy,Braun
260,31,Male,Research & Development,Laboratory Technician,Yes,29,1,2,3479,No,0,6,2,5,4,4,Darwin,Hirthe
261,32,Male,Research & Development,Laboratory Technician,No,7,1,4,2794,No,0,5,3,5,1,3,Raymundo,Jones
262,38,Male,Sales,Sales Executive,No,2,2,2,5249,No,1,13,0,8,7,5,Chesley,Dare
263,32,Male,Research & Development,Laboratory Technician,No,2,2,2,2176,No,0,9,5,6,2,4,Davin,Frami
264,46,Female,Sales,Manager,No,2,4,1,16872,Yes,1,28,2,7,7,7,Carlee,Hessel
265,28,Male,Research & Development,Laboratory Technician,Yes,2,1,3,3485,No,0,5,5,0,0,0,Jaime,Mertz
266,29,Male,Sales,Sales Executive,No,2,2,2,6644,No,2,10,2,0,0,0,Adalberto,Pouros
267,31,Male,Research & Development,Healthcare Representative,No,23,2,2,5582,No,1,10,2,9,0,8,Chance,Mohr
268,25,Male,Research & Development,Healthcare Representative,No,5,2,4,4000,No,2,6,2,6,3,5,Elwin,Cummings
269,45,Male,Research & Development,Healthcare Representative,No,20,4,3,13496,Yes,0,21,2,20,7,10,Rodrigo,Bosco
270,36,Male,Research & Development,Laboratory Technician,No,6,1,3,3210,No,1,16,4,15,13,11,Paxton,Trantow
271,55,Male,Research & Development,Manager,No,1,5,3,19045,Yes,0,37,2,36,10,13,Wilson,Doyle
272,47,Male,Research & Development,Manager,Yes,29,3,3,11849,Yes,1,10,2,10,7,9,Mortimer,Emmerich
273,28,Male,Research & Development,Research Scientist,No,9,1,3,2070,No,1,5,3,5,2,4,Monserrat,Walsh
274,37,Male,Sales,Sales Executive,No,6,2,3,6502,No,1,7,5,5,4,1,Tyson,Schumm
275,21,Male,Research & Development,Research Scientist,No,3,1,2,3230,No,0,3,4,3,2,0,Olaf,Beer
276,37,Female,Research & Development,Research Director,No,1,3,3,13603,Yes,2,15,2,5,2,2,Rita,Konopelski
277,35,Female,Research & Development,Manager,No,22,3,4,11996,No,1,10,6,7,7,2,Aurelie,Reynolds
278,38,Female,Sales,Sales Executive,No,7,2,4,5605,Yes,1,8,3,8,0,7,Heath,Daniel
279,26,Female,Research & Development,Manufacturing Director,No,1,2,3,6397,No,1,6,6,6,5,4,Serena,Heller
280,50,Male,Research & Development,Research Director,No,4,5,3,19144,No,2,28,4,10,4,6,Ross,McCullough
281,53,Male,Research & Development,Research Director,No,3,4,3,17584,Yes,3,21,5,5,3,3,Eino,Tromp
282,42,Male,Sales,Sales Executive,No,1,2,3,4907,No,0,20,3,20,16,6,Delbert,Will
283,29,Male,Sales,Sales Executive,No,2,2,3,4554,No,0,10,3,10,7,9,Melany,Sauer
284,55,Male,Research & Development,Laboratory Technician,No,20,2,3,5415,Yes,1,12,4,10,7,8,Newton,Ernser
285,26,Male,Research & Development,Healthcare Representative,No,11,2,3,4741,Yes,1,5,3,5,3,3,Brycen,Lynch
286,37,Female,Research & Development,Research Scientist,No,1,1,3,2115,No,0,17,3,17,12,7,Cecelia,Stroman
287,44,Male,Research & Development,Laboratory Technician,Yes,24,1,3,3161,Yes,1,19,0,1,0,0,Waylon,Kovacek
288,38,Male,Research & Development,Healthcare Representative,No,23,2,3,5745,No,1,10,2,2,2,2,Otto,Parker
289,26,Male,Research & Development,Laboratory Technician,Yes,16,1,3,2373,Yes,1,5,2,3,2,2,Davonte,Haley
290,28,Female,Research & Development,Research Scientist,No,8,1,3,3310,No,0,5,3,5,3,2,Tressie,Bosco
291,49,Female,Research & Development,Research Director,No,10,5,3,18665,Yes,0,22,4,3,2,2,Laury,Wilkinson
292,36,Male,Research & Development,Research Scientist,No,3,2,3,4485,No,0,10,2,8,0,7,Dwight,Gerhold
293,31,Female,Sales,Sales Representative,No,5,1,3,2789,No,1,2,5,2,2,2,Kelsie,Schumm
294,26,Male,Sales,Sales Executive,Yes,4,2,2,5828,Yes,0,8,0,8,7,4,Jordyn,Weissnat
295,37,Male,Research & Development,Research Scientist,No,9,1,3,2326,Yes,3,4,3,4,2,2,Eleazar,Koelpin
296,42,Female,Sales,Sales Executive,No,26,4,3,13525,No,1,23,2,20,4,8,Laurence,Hettinger
297,18,Male,Research & Development,Laboratory Technician,Yes,3,1,3,1420,No,0,0,2,0,0,0,Marquis,Mayer
298,35,Male,Sales,Sales Executive,No,16,3,3,8020,No,2,12,3,11,9,9,Amari,Wintheiser
299,36,Male,Research & Development,Laboratory Technician,No,18,1,4,3688,No,2,4,2,1,0,0,Helmer,Green
300,51,Male,Research & Development,Manufacturing Director,No,2,2,1,5482,No,1,13,3,4,1,2,Philip,Daugherty
301,41,Male,Sales,Manager,No,2,4,3,16015,No,0,22,2,22,10,4,Terrance,Tremblay
302,18,Female,Sales,Sales Representative,No,10,1,2,1200,No,0,0,2,0,0,0,Justine,Greenfelder
303,28,Male,Research & Development,Healthcare Representative,No,16,2,4,5661,No,0,9,2,8,3,7,Luis,Jenkins
304,31,Male,Sales,Sales Executive,No,7,2,4,6929,No,1,10,3,8,7,7,Max,Wilderman
305,39,Male,Research & Development,Healthcare Representative,No,1,3,4,9613,No,3,19,5,18,10,7,Rigoberto,Ondricka
306,36,Female,Research & Development,Laboratory Technician,No,24,2,3,5674,No,1,11,3,9,8,8,Alvina,Johnston
307,32,Male,Sales,Sales Executive,No,7,2,2,5484,No,1,13,3,13,8,8,Clement,Ryan
308,38,Female,Research & Development,Research Director,No,25,3,2,12061,No,1,19,2,10,8,1,Alexane,Pagac
309,58,Male,Research & Development,Healthcare Representative,No,1,2,1,5660,Yes,1,12,2,5,3,2,Gerardo,Greenfelder
310,31,Male,Research & Development,Research Scientist,No,5,1,3,4821,Yes,1,6,4,5,2,3,Colt,Corkery
311,31,Male,Human Resources,Human Resources,No,2,2,2,6410,No,0,9,1,2,2,0,Emmitt,Lebsack
312,45,Male,Research & Development,Laboratory Technician,No,7,3,3,5210,No,1,24,2,24,9,11,Mathew,Bailey
313,31,Male,Research & Development,Research Scientist,No,2,1,3,2695,Yes,1,3,2,2,2,2,Solon,Schmitt
314,33,Female,Research & Development,Manager,No,5,3,3,11878,No,2,12,2,10,6,8,Pinkie,Sanford
315,39,Male,Research & Development,Manager,No,10,4,3,17068,Yes,0,21,3,21,9,10,Cody,Rutherford
316,43,Female,Research & Development,Laboratory Technician,No,10,1,3,2455,No,0,9,5,8,7,7,Hortense,Strosin
317,49,Female,Research & Development,Healthcare Representative,No,1,4,2,13964,Yes,0,25,2,7,1,7,Lonie,Bins
318,52,Male,Research & Development,Research Scientist,Yes,8,2,2,4941,No,0,11,3,8,2,7,Santino,Schimmel
319,27,Female,Research & Development,Research Scientist,No,5,1,3,2478,Yes,0,4,2,4,3,2,Marcelina,Flatley
320,32,Female,Sales,Sales Executive,No,8,2,2,5228,Yes,0,13,2,13,12,9,Isabella,Lind
321,27,Male,Sales,Sales Executive,No,2,2,3,4478,Yes,0,5,3,5,4,4,Eino,Cronin
322,31,Male,Sales,Sales Executive,No,7,2,3,7547,No,3,13,3,7,7,7,Westley,Walsh
323,32,Female,Research & Development,Research Scientist,No,2,2,4,5055,No,0,10,0,7,7,7,Sonya,Ortiz
324,28,Male,Research & Development,Research Scientist,Yes,2,1,1,3464,Yes,0,5,4,3,2,2,Wilton,Kautzer
325,30,Female,Research & Development,Research Scientist,No,28,2,3,5775,No,2,11,2,10,8,9,Rosalinda,Mraz
326,31,Female,Research & Development,Manufacturing Director,No,7,3,2,8943,No,1,10,2,10,9,9,Josephine,Feest
327,39,Male,Research & Development,Manager,No,7,5,2,19272,No,1,21,2,21,9,3,Fernando,Towne
328,39,Female,Sales,Sales Executive,Yes,3,2,3,5238,Yes,0,12,3,1,0,0,Penelope,Bernier
329,33,Male,Sales,Sales Executive,No,10,2,2,4682,No,0,9,6,7,7,1,Brody,Christiansen
330,47,Male,Research & Development,Research Director,No,5,5,3,18300,No,1,21,2,3,2,1,Gilbert,Legros
331,43,Female,Research & Development,Laboratory Technician,No,10,2,2,5257,No,1,9,3,9,7,0,Kaci,Ebert
332,27,Male,Sales,Sales Executive,No,1,2,3,6349,Yes,1,6,0,5,4,4,Frederik,Wunsch
333,54,Female,Research & Development,Research Scientist,No,20,2,3,4869,No,0,20,4,4,3,3,Bert,Gorczany
334,43,Female,Research & Development,Healthcare Representative,No,7,3,3,9985,No,1,10,1,1,0,0,Makayla,Wunsch
335,45,Male,Research & Development,Research Scientist,No,8,2,3,3697,No,2,12,3,10,9,8,Troy,Herzog
336,40,Male,Sales,Sales Executive,No,1,2,1,7457,Yes,3,6,2,4,3,2,Kiley,Rath
337,29,Male,Research & Development,Laboratory Technician,Yes,8,1,1,2119,Yes,0,7,4,7,7,7,Rodrigo,Lind
338,29,Male,Research & Development,Laboratory Technician,No,9,1,2,3983,No,0,4,2,3,2,2,Nicolas,Feeney
339,30,Female,Sales,Sales Executive,No,5,2,2,6118,No,3,10,2,10,9,2,Adeline,OHara
340,27,Female,Sales,Sales Executive,No,8,2,3,6214,No,1,8,3,8,7,7,Pascale,Robel
341,37,Male,Research & Development,Manufacturing Director,No,5,2,3,6347,No,2,8,2,6,2,4,Dusty,Littel
342,38,Male,Research & Development,Research Director,No,15,3,2,11510,Yes,1,12,3,11,10,9,Rigoberto,Stark
343,31,Female,Research & Development,Manufacturing Director,No,7,3,3,7143,Yes,0,11,2,11,9,10,Jessika,Flatley
344,29,Female,Sales,Sales Executive,No,10,2,2,8268,Yes,2,7,2,7,7,7,Alessandra,Streich
345,35,Male,Research & Development,Manufacturing Director,No,5,3,3,8095,No,0,17,5,16,6,13,Braxton,Satterfield
346,23,Male,Research & Development,Research Scientist,No,26,1,3,2904,No,2,4,2,4,2,2,Zakary,Howell
347,41,Male,Research & Development,Manufacturing Director,No,6,2,2,6032,Yes,0,8,3,5,4,2,Stephan,Runolfsdottir
348,47,Male,Sales,Sales Representative,No,4,2,3,2976,No,0,5,3,0,0,0,Felix,Gutmann
349,42,Female,Research & Development,Research Director,No,23,4,3,15992,No,0,16,2,1,0,0,Duane,Johns
350,29,Male,Sales,Sales Executive,No,2,2,3,4649,No,1,4,3,4,3,2,Juston,Rau
351,42,Male,Human Resources,Human Resources,No,2,1,3,2696,Yes,1,4,5,3,2,0,Richmond,Ryan
352,32,Female,Research & Development,Laboratory Technician,No,2,1,3,2370,No,1,8,4,8,0,7,Kailee,Gutkowski
353,48,Female,Sales,Manager,No,29,3,3,12504,No,1,15,3,0,0,0,Abbey,Wisozk
354,37,Male,Research & Development,Research Scientist,No,6,2,4,5974,Yes,2,13,2,7,7,7,Casper,Purdy
355,30,Female,Sales,Sales Executive,No,25,2,3,4736,Yes,1,4,2,2,2,2,Fae,Nolan
356,26,Male,Sales,Sales Executive,No,1,2,3,5296,No,1,8,3,8,7,7,Kris,Eichmann
357,42,Male,Research & Development,Healthcare Representative,No,2,2,2,6781,No,0,14,6,1,0,0,Antwan,Fritsch
358,21,Female,Sales,Sales Representative,Yes,1,1,2,2174,Yes,0,3,3,3,2,2,Dasia,Morar
359,36,Female,Sales,Sales Executive,No,1,2,3,6653,No,0,7,6,1,0,0,Daphney,Leannon
360,36,Male,Sales,Sales Executive,No,3,3,2,9699,No,1,16,2,13,9,12,Koby,Kub
361,57,Male,Research & Development,Healthcare Representative,No,1,2,3,6755,No,0,15,2,3,2,2,Oswald,Abbott
362,40,Female,Research & Development,Laboratory Technician,No,10,1,4,2213,Yes,1,10,3,7,7,7,Juana,Denesik
363,21,Male,Sales,Sales Representative,No,9,1,3,2610,No,0,3,3,3,2,2,Khalid,Kihn
364,33,Female,Sales,Sales Representative,Yes,5,1,3,2851,Yes,0,1,2,1,0,0,Althea,Koss
365,37,Female,Research & Development,Laboratory Technician,No,10,1,3,3452,No,1,17,3,5,4,3,Jeanne,Casper
366,46,Female,Research & Development,Manufacturing Director,No,7,2,3,5258,No,0,7,2,1,0,0,Bulah,Balistreri
367,41,Male,Sales,Sales Executive,Yes,4,2,3,9355,No,0,8,5,8,7,7,Emmitt,Torphy
368,50,Male,Research & Development,Healthcare Representative,No,10,3,2,10496,No,0,20,2,4,3,3,Barry,Walsh
369,40,Male,Sales,Sales Executive,Yes,22,2,2,6380,Yes,2,8,6,6,4,0,Cary,Gusikowski
370,31,Male,Research & Development,Research Scientist,No,9,1,2,2657,Yes,0,3,5,2,2,2,Kristoffer,Klein
371,21,Female,Sales,Sales Representative,Yes,12,1,4,2716,No,0,1,0,1,0,0,Katelynn,Dickinson
372,29,Male,Research & Development,Research Scientist,No,23,1,3,2201,No,0,6,4,3,2,2,Elias,Keeling
373,35,Male,Research & Development,Healthcare Representative,No,9,2,2,6540,No,0,10,5,1,1,0,Clement,Marvin
374,27,Male,Research & Development,Laboratory Technician,No,1,1,3,3816,No,1,5,2,5,2,4,Austin,Brakus
375,28,Male,Sales,Sales Executive,No,9,2,3,5253,No,0,7,1,7,5,7,Victor,Lebsack
376,49,Male,Research & Development,Healthcare Representative,No,7,3,2,10965,No,0,26,2,5,2,0,General,Connelly
377,51,Female,Sales,Sales Executive,No,14,2,3,4936,No,1,18,2,7,7,7,Dana,Bergstrom
378,36,Female,Research & Development,Research Scientist,No,2,1,3,2543,No,1,6,3,2,2,2,Nadia,Emard
379,34,Male,Sales,Sales Executive,Yes,19,2,4,5304,Yes,0,9,3,5,2,4,Luis,Kshlerin
380,55,Female,Research & Development,Manager,No,2,4,3,16659,Yes,0,30,2,5,4,2,Rozella,Altenwerth
381,24,Female,Sales,Sales Executive,No,10,2,3,4260,Yes,1,5,2,5,2,3,Reta,Bartell
382,30,Male,Sales,Sales Representative,No,2,1,3,2476,No,1,1,3,1,0,0,Angus,Balistreri
383,26,Male,Research & Development,Research Scientist,Yes,3,1,3,3102,No,0,7,2,6,4,4,Darion,Kiehn
384,22,Female,Research & Development,Research Scientist,No,11,1,3,2244,No,1,2,1,2,1,2,Delphine,Aufderhar
385,36,Male,Sales,Sales Executive,No,2,3,2,7596,No,2,10,2,10,9,0,Ian,Gislason
386,30,Male,Research & Development,Research Scientist,Yes,4,1,3,2285,Yes,0,3,4,1,0,0,Jules,McClure
387,37,Female,Research & Development,Laboratory Technician,No,14,1,3,3034,No,1,18,2,18,7,17,Joyce,Wisoky
388,40,Female,Sales,Sales Executive,No,2,2,3,5715,No,2,8,5,5,4,3,Katarina,Deckow
389,42,Female,Research & Development,Laboratory Technician,No,1,1,3,2576,No,1,8,5,5,2,2,Tierra,Cummerata
390,37,Male,Research & Development,Manufacturing Director,No,10,2,3,4197,Yes,0,18,2,1,0,1,Junior,Gerhold
391,43,Male,Research & Development,Research Director,No,12,4,2,14336,No,1,25,3,25,10,9,Arturo,Stamm
392,40,Female,Research & Development,Laboratory Technician,No,2,2,2,3448,No,1,20,3,1,0,0,Flavie,OKeefe
393,54,Male,Research & Development,Research Director,No,5,5,3,19406,No,1,24,4,4,2,2,Skylar,Mraz
394,34,Female,Sales,Sales Executive,No,4,2,3,6538,No,1,6,3,3,2,2,Ashlynn,Swaniawski
395,31,Female,Research & Development,Manufacturing Director,No,7,2,3,4306,No,1,13,5,13,10,12,Elinore,Brakus
396,43,Male,Research & Development,Laboratory Technician,No,21,1,3,2258,No,1,8,1,3,2,2,Candido,Cormier
397,43,Female,Research & Development,Healthcare Representative,No,8,2,3,4522,Yes,0,8,3,5,2,2,Elinor,Auer
398,25,Female,Sales,Sales Executive,No,4,2,2,4487,Yes,0,5,3,5,4,3,Velda,Kutch
399,37,Female,Research & Development,Research Scientist,No,25,2,3,4449,Yes,2,15,2,13,11,7,Anna,Kling
400,31,Male,Research & Development,Laboratory Technician,No,1,1,2,2218,No,1,4,3,4,2,2,Napoleon,Kovacek
401,39,Male,Research & Development,Manager,No,1,5,3,19197,Yes,1,21,3,21,8,6,Quinn,Halvorson
402,56,Female,Sales,Sales Executive,No,6,4,4,13212,No,3,36,0,7,7,7,May,Nolan
403,30,Female,Sales,Sales Executive,No,12,2,3,6577,No,0,6,6,5,4,4,Electa,Kuhn
404,41,Male,Sales,Sales Executive,No,1,3,4,8392,No,1,10,2,10,7,7,Darron,Hand
405,28,Male,Research & Development,Laboratory Technician,No,17,2,3,4558,No,1,10,2,10,0,8,Eduardo,Pfeffer
406,25,Male,Research & Development,Laboratory Technician,Yes,3,1,3,4031,No,1,6,5,2,2,2,Fausto,Beer
407,52,Male,Research & Development,Manufacturing Director,No,3,3,2,7969,Yes,0,28,4,5,4,4,Sam,Schumm
408,45,Male,Research & Development,Research Scientist,No,10,1,3,2654,No,2,8,3,2,2,2,Muhammad,Blanda
409,52,Female,Research & Development,Manager,No,4,4,3,16555,No,0,31,2,5,2,4,Luz,Hoppe
410,42,Female,Research & Development,Research Scientist,No,29,2,3,4556,No,1,19,3,5,4,2,Laurie,OReilly
411,30,Female,Research & Development,Manufacturing Director,No,2,2,1,6091,No,0,11,2,5,4,2,Monique,Schuppe
412,60,Female,Research & Development,Manager,No,7,5,3,19566,No,0,33,5,29,8,10,Wendy,Schuppe
413,46,Female,Research & Development,Manufacturing Director,No,18,2,3,4810,No,1,19,5,10,7,8,Brandi,Olson
414,42,Female,Research & Development,Healthcare Representative,No,28,2,2,4523,No,3,7,4,6,5,4,Alva,Larkin
415,24,Female,Sales,Sales Representative,Yes,1,1,3,3202,Yes,0,6,4,5,3,4,Ova,Armstrong
416,34,Female,Sales,Sales Representative,Yes,6,1,1,2351,No,1,3,3,2,2,0,Roselyn,Beatty
417,38,Male,Research & Development,Laboratory Technician,No,2,1,3,1702,Yes,1,1,3,1,0,0,Brennon,Collier
418,40,Female,Sales,Manager,No,2,5,3,18041,No,0,21,2,20,15,12,Kelly,Mraz
419,26,Female,Research & Development,Research Scientist,No,23,1,3,2886,No,2,3,3,3,2,2,Madisyn,Kuhlman
420,30,Male,Research & Development,Laboratory Technician,No,3,1,3,2097,No,1,9,3,5,3,4,Dejon,Shanahan
421,29,Male,Research & Development,Research Director,No,3,3,2,11935,No,0,10,2,10,2,7,Abel,Marks
422,29,Female,Research & Development,Research Scientist,Yes,25,1,2,2546,No,0,6,2,2,2,1,Adela,Heidenreich
423,19,Male,Human Resources,Human Resources,Yes,2,1,2,2564,No,0,1,3,1,0,0,Cordell,Dach
424,30,Female,Sales,Sales Executive,No,22,3,3,8412,No,0,10,3,9,8,8,Sarai,Baumbach
425,57,Male,Sales,Manager,No,29,4,2,14118,No,1,32,3,1,0,0,Evan,Jacobi
426,50,Male,Research & Development,Manager,No,29,4,2,17046,No,1,28,2,27,10,7,Robin,Lubowitz
427,30,Female,Research & Development,Laboratory Technician,No,2,1,3,2564,No,0,12,2,11,7,7,Mara,Rippin
428,60,Female,Sales,Sales Executive,No,28,3,2,10266,No,0,22,5,18,13,11,Antonette,Predovic
429,47,Female,Research & Development,Manufacturing Director,No,2,2,3,5070,No,3,20,2,5,0,4,Marilyne,Quitzon
430,46,Male,Research & Development,Research Director,No,2,4,3,17861,No,0,26,2,3,2,1,Franz,Bradtke
431,35,Male,Research & Development,Laboratory Technician,No,22,1,1,4230,No,0,6,2,5,4,3,Newell,Legros
432,54,Female,Research & Development,Laboratory Technician,No,8,2,3,3780,No,0,19,3,1,0,0,Citlalli,Klein
433,34,Male,Research & Development,Research Scientist,No,2,1,2,2768,No,1,14,3,7,3,7,Paxton,Connelly
434,46,Female,Sales,Sales Executive,No,10,3,2,9071,Yes,1,15,3,3,2,2,Alexandra,Hoeger
435,31,Male,Research & Development,Manufacturing Director,No,9,3,3,10648,No,1,13,6,13,8,8,Jarvis,Jerde
436,33,Male,Research & Development,Manager,Yes,15,3,3,13610,Yes,0,15,2,7,6,7,Aidan,Schultz
437,33,Male,Research & Development,Laboratory Technician,Yes,10,1,1,3408,No,3,8,2,4,3,3,Hilton,Kris
438,30,Male,Sales,Sales Representative,No,7,1,3,2983,No,0,4,3,3,2,2,Mekhi,Hoeger
439,35,Male,Research & Development,Healthcare Representative,No,16,3,3,7632,Yes,0,10,2,8,7,0,Anderson,Will
440,31,Male,Research & Development,Healthcare Representative,Yes,20,3,3,9824,No,0,12,2,1,0,0,Bertha,Feil
441,34,Female,Human Resources,Human Resources,Yes,23,3,3,9950,Yes,3,11,2,3,2,2,Judy,Kunde
442,42,Male,Research & Development,Laboratory Technician,No,5,1,3,2093,No,1,8,4,2,2,0,Howell,Moore
443,36,Male,Sales,Sales Executive,No,10,3,3,9980,No,0,10,3,10,3,7,Kay,Auer
444,22,Male,Research & Development,Laboratory Technician,Yes,4,1,2,3894,No,0,4,3,2,2,2,Jaeden,DAmore
445,48,Female,Sales,Sales Executive,No,2,2,3,4051,No,1,14,2,9,7,7,Aglae,Berge
446,55,Female,Sales,Manager,No,18,4,3,16835,No,0,37,2,10,9,7,Angie,Dare
447,41,Male,Sales,Sales Executive,No,10,2,3,6230,No,0,16,3,14,3,10,Davon,Pfeffer
448,35,Male,Sales,Sales Executive,No,1,2,3,4717,No,0,15,2,11,9,9,Manuel,Wiegand
449,40,Female,Research & Development,Manufacturing Director,No,6,4,3,13237,No,0,22,3,20,6,13,Jennifer,Boehm
450,39,Female,Research & Development,Laboratory Technician,No,8,1,3,3755,No,1,8,3,8,3,7,Cheyenne,Koepp
451,31,Male,Sales,Sales Executive,No,2,2,3,6582,Yes,0,10,2,6,5,5,Connor,Johns
452,42,Male,Research & Development,Manufacturing Director,No,24,3,3,7406,Yes,1,10,5,10,9,8,Soledad,OConner
453,45,Male,Sales,Sales Executive,No,2,2,3,4805,No,1,9,3,8,7,7,Brock,Bogan
454,26,Female,Human Resources,Human Resources,Yes,17,1,3,2741,Yes,1,8,2,7,7,0,Carmella,Rogahn
455,29,Male,Research & Development,Manufacturing Director,No,19,2,3,4262,No,2,8,2,3,2,2,Narciso,Zieme
456,33,Female,Research & Development,Research Director,No,1,4,4,16184,No,1,10,2,6,1,5,Mariana,Zboncak
457,31,Male,Sales,Manager,No,7,3,2,11557,No,1,10,3,5,4,1,Max,Romaguera
458,18,Male,Sales,Sales Representative,Yes,5,1,3,1878,Yes,0,0,3,0,0,0,Ola,Heathcote
459,40,Male,Sales,Sales Executive,No,28,3,1,10932,No,1,20,2,1,0,1,Kennedy,Emard
460,41,Female,Research & Development,Healthcare Representative,No,2,2,2,6811,Yes,0,10,3,8,7,7,Arlene,Kuhlman
461,26,Male,Sales,Sales Executive,No,29,2,3,4306,No,2,8,5,0,0,0,Joan,Mohr
462,35,Female,Sales,Sales Executive,No,1,2,3,4859,No,0,5,3,5,4,3,Heaven,Grant
463,34,Male,Sales,Sales Executive,No,21,2,4,5337,No,0,10,3,10,7,7,Kennith,Grady
464,26,Male,Research & Development,Laboratory Technician,Yes,24,1,1,2340,Yes,0,1,3,1,0,0,Darrel,Kub
465,37,Female,Research & Development,Manufacturing Director,No,1,3,3,7491,No,0,12,3,6,5,2,Deanna,Breitenberg
466,46,Female,Research & Development,Healthcare Representative,No,18,3,3,10527,No,0,28,3,2,2,2,Susie,Kessler
467,41,Female,Sales,Manager,No,2,4,3,16595,No,1,22,2,18,16,8,Delphine,Lesch
468,37,Male,Sales,Sales Executive,No,9,3,3,8834,No,1,9,6,9,5,7,Nikko,Morar
469,52,Male,Research & Development,Research Scientist,No,6,2,3,5577,Yes,2,18,3,10,9,9,Isaac,Schultz
470,32,Male,Sales,Sales Executive,Yes,11,2,4,4707,No,0,6,2,4,2,2,Deontae,Koepp
471,24,Male,Sales,Sales Representative,No,24,1,3,2400,No,2,3,3,2,2,1,Antwon,Lesch
472,38,Female,Research & Development,Healthcare Representative,No,10,2,3,9824,No,1,18,4,1,0,0,Matilda,Hahn
473,37,Female,Research & Development,Manufacturing Director,No,1,2,3,6447,No,1,8,2,6,5,3,Ayana,Kovacek
474,49,Male,Research & Development,Research Director,No,18,5,2,19502,Yes,1,31,5,31,9,9,Chase,Barton
475,24,Male,Research & Development,Research Scientist,No,23,1,4,2725,Yes,2,6,3,6,5,4,Abraham,Koepp
476,26,Male,Sales,Sales Executive,No,28,2,3,6272,No,2,6,5,5,3,4,Lawrence,Pollich
477,24,Male,Research & Development,Laboratory Technician,No,17,1,2,2127,No,1,1,2,1,0,0,Mathias,Mueller
478,50,Male,Human Resources,Manager,No,3,5,3,18200,No,1,32,2,32,5,7,Magnus,Shanahan
479,25,Male,Sales,Sales Representative,No,13,1,3,2096,No,0,7,1,7,4,6,Darryl,Sauer
480,24,Female,Research & Development,Laboratory Technician,Yes,7,1,3,2886,Yes,1,6,4,6,3,2,Una,Hahn
481,30,Male,Sales,Sales Representative,Yes,12,1,2,2033,No,1,1,2,1,0,0,Hadley,Koch
482,34,Male,Research & Development,Research Scientist,No,1,1,2,3622,Yes,1,6,3,6,5,3,Guy,Schmeler
483,31,Male,Sales,Sales Executive,Yes,13,2,3,4233,No,0,9,2,3,1,2,Fermin,Kessler
484,35,Male,Research & Development,Laboratory Technician,No,25,2,2,3681,No,0,9,3,3,2,2,Victor,Fisher
485,31,Male,Sales,Sales Executive,No,6,2,4,5460,No,2,13,4,7,7,7,Carmine,Weimann
486,27,Female,Research & Development,Research Scientist,No,6,1,2,2187,No,2,6,5,5,3,3,Modesta,Wyman
487,37,Male,Sales,Sales Executive,No,2,2,3,9602,Yes,1,17,3,3,0,0,Kristopher,Bode
488,20,Female,Research & Development,Research Scientist,No,1,1,2,2836,No,0,1,0,1,0,0,Karen,Von
489,42,Female,Research & Development,Healthcare Representative,No,2,2,3,4089,No,2,10,4,10,2,2,Mariane,Hyatt
490,43,Male,Research & Development,Research Director,No,6,4,2,16627,Yes,1,21,3,1,0,0,Cory,Jast
491,38,Female,Research & Development,Research Scientist,No,1,1,3,2619,No,0,8,3,0,0,0,Cara,Nienow
492,43,Male,Research & Development,Laboratory Technician,No,9,2,3,5679,Yes,1,10,3,8,7,7,Leland,Johns
493,48,Female,Research & Development,Manager,No,1,4,2,15402,No,1,21,3,3,2,2,Audrey,Crona
494,44,Female,Human Resources,Human Resources,No,1,2,2,5985,No,0,10,1,2,2,2,Rachel,Murazik
495,34,Female,Sales,Sales Representative,No,14,1,3,2579,Yes,2,8,3,8,2,6,Orpha,Howell
496,27,Male,Sales,Sales Representative,Yes,2,1,3,3041,No,1,5,3,4,3,2,Schuyler,Larkin
